Unnamed: 0,Edad,Tipo de trabajador,Nivel Educativo,Salario por hora,Estado civil,Sexo,Personas a cargo,Semanas trabajadas por año,"Buen
Desempeño"
,45,Desconocido,Niño,9157,Soltero,Masculino,0,30,Si
,42,Desconocido,Grado 11 sin diploma,2523,Soltero,Femenino,3,42,No
,47,Desconocido,Niño,7668,Soltero,Masculino,0,30,No
,60,Privado,5 primaria,5417,Casado,Masculino,3,52,No
,47,Desconocido,Bachiller,1483,Separado,Femenino,0,19,Si
,49,Privado,Bachiller,6373,Soltero,Femenino,6,52,Si
,63,Privado,Bachiller,3563,Casado,Femenino,1,52,Si
,67,Desconocido,Niño,2735,Soltero,Masculino,0,19,No
,26,Desconocido,Bachiller,4663,Casado,Femenino,2,42,No
,23,Independiente,Bachiller,9720,Casado,Femenino,1,52,No
,36,Desconocido,Niño,5005,Soltero,Femenino,0,25,No
,55,Privado,Licenciatura,4403,Soltero,Femenino,1,52,No
,57,Privado,Universitario sin graduar,8379,Casado,Masculino,1,46,Si
,53,Desconocido,Niño,5345,Soltero,Femenino,0,32,No
,53,Desconocido,Bachiller,2127,Casado,Femenino,0,20,No
,60,Privado,Universitario sin graduar,2000,Soltero,Masculino,4,51,Si
,18,Desconocido,Bachiller,3972,Viudo,Femenino,0,32,No
,38,Privado,Técnico,7824,Soltero,Masculino,3,52,No
,55,Privado,Universitario sin graduar,708,Casado,Masculino,4,52,No
,20,Privado,Bachiller,2840,Casado,Femenino,1,50,Si
,48,Desconocido,Bachiller,2541,Viudo,Femenino,0,22,Si
,46,Desconocido,Bachiller,444,Soltero,Femenino,0,24,Si
,43,Privado,Bachiller,410,Casado,Femenino,5,52,Si
,45,Privado,Bachiller,4051,Casado,Masculino,4,52,No
,63,Privado,Bachiller,136,Divorciado,Femenino,6,50,No
,22,Desconocido,Niño,3495,Soltero,Masculino,0,26,No
,41,Desconocido,Bachiller,6671,Casado,Masculino,0,26,No
,20,Desconocido,Niño,3690,Soltero,Masculino,0,26,Si
,20,Desconocido,Niño,5502,Soltero,Femenino,0,31,No
,42,Privado,Universitario sin graduar,7825,Casado,Masculino,6,52,Si
,69,Desconocido,Niño,9939,Soltero,Femenino,0,28,Si
,43,Independiente,Universitario sin graduar,5701,Casado,Masculino,1,52,Si
,63,Privado,Bachiller,5008,Casado,Masculino,0,32,Si
,22,Privado,Licenciatura,4154,Casado,Masculino,5,52,Si
,22,Privado,Bachiller,7615,Casado,Femenino,2,52,Si
,56,Desconocido,Niño,5250,Soltero,Masculino,0,26,No
,28,Desconocido,Niño,5386,Soltero,Femenino,0,31,Si
,55,Desconocido,Niño,3497,Soltero,Masculino,0,26,Si
,40,Desconocido,Bachiller,3725,Divorciado,Femenino,0,33,No
,67,Desconocido,Universitario sin graduar,1631,Viudo,Femenino,0,17,Si
,50,Desconocido,Bachiller,7144,Casado,Femenino,0,30,Si
,22,Privado,Licenciatura,1727,Casado,Femenino,6,52,No
,38,Desconocido,Menor de 1 primero primaria,855,Viudo,Femenino,0,26,Si
,22,Desconocido,Niño,6277,Soltero,Femenino,0,18,No
,46,Desconocido,Bachiller,4175,Viudo,Femenino,0,22,No
,20,Independiente,Universitario sin graduar,3157,Casado,Femenino,1,52,Si
,18,Privado,Bachiller,4002,Casado,Femenino,4,52,Si
,39,Desconocido,Niño,3811,Soltero,Femenino,0,31,No
,21,Desempleado,Bachiller,208,Casado,Masculino,6,52,No
,48,Desconocido,Bachiller,4478,Divorciado,Femenino,0,32,Si
,22,Desconocido,Niño,8781,Soltero,Masculino,0,18,No
,20,Privado,Licenciatura,6590,Casado,Femenino,6,52,Si
,39,Desconocido,Bachiller,7433,Casado,Femenino,0,27,No
,51,Desconocido,Bachiller,2837,Soltero,Masculino,6,43,No
,62,Desconocido,Menor de 1 primero primaria,1126,Divorciado,Masculino,0,18,Si
,70,Privado,Licenciatura,4388,Casado,Masculino,3,52,No
,43,Privado,Bachiller,2468,Soltero,Femenino,4,47,No
,55,Privado,10 grado,1500,Casado,Masculino,4,52,No
,70,Independiente,Bachiller,5599,Viudo,Femenino,1,52,Si
,67,Desconocido,Niño,1753,Soltero,Masculino,0,30,No
,37,Mixto,Magister,9026,Casado,Masculino,1,52,Si
,65,Mixto,Licenciatura,8757,Casado,Masculino,1,52,No
,19,Privado,Bachiller,6702,Divorciado,Femenino,6,52,No
,41,Desconocido,Licenciatura,4835,Casado,Femenino,0,23,Si
,59,Privado,Licenciatura,4998,Soltero,Femenino,5,52,No
,40,Desconocido,Niño,7356,Soltero,Masculino,0,21,Si
,43,Independiente,Universitario sin graduar,6502,Casado,Masculino,1,52,Si
,64,Desconocido,Niño,887,Soltero,Femenino,0,22,No
,34,Desconocido,10 grado,9918,Viudo,Femenino,0,21,No
,43,Desconocido,Niño,1138,Soltero,Masculino,0,28,Si
,36,Desconocido,Niño,5726,Soltero,Masculino,0,22,No
,45,Desconocido,Universitario,685,Viudo,Femenino,0,25,No
,62,Privado,Universitario sin graduar,6392,Soltero,Femenino,1,46,No
,68,Privado,Bachiller,1238,Soltero,Femenino,6,46,No
,57,Desconocido,9 grado,6147,Soltero,Masculino,1,42,Si
,23,Privado,10 grado,3136,Divorciado,Masculino,1,52,Si
,64,Desconocido,Niño,1356,Soltero,Femenino,0,26,No
,19,Desempleado,Universitario sin graduar,412,Soltero,Masculino,6,52,Si
,43,Desconocido,Universitario sin graduar,5588,Casado con cónyuge presente,Femenino,0,27,Si
,26,Privado,Bachiller,7912,Soltero,Femenino,4,52,No
,59,Independiente,Universitario sin graduar,3825,Casado,Masculino,1,52,Si
,60,Desconocido,Universitario sin graduar,7727,Casado,Masculino,0,29,Si
,25,Desconocido,Universitario sin graduar,90,Casado,Femenino,0,31,No
,36,Desconocido,7 grado,6509,Soltero,Femenino,0,30,Si
,60,Desconocido,Niño,4402,Soltero,Femenino,0,23,Si
,21,Privado,Desconocido,9365,Casado,Masculino,4,52,No
,65,Privado,Universitario sin graduar,950,Casado,Masculino,3,52,No
,60,Desconocido,Bachiller,4319,Casado,Femenino,0,19,No
,46,Privado,Licenciatura,2729,Casado,Masculino,5,52,No
,49,Desconocido,7 grado,114,Casado,Femenino,0,28,No
,53,Privado,Normalista,5345,Casado,Masculino,6,52,No
,56,Desconocido,Bachiller,7268,Soltero,Femenino,0,29,Si
,28,Desconocido,Bachiller,807,Casado,Masculino,0,19,Si
,22,Desconocido,Bachiller,1955,Divorciado,Femenino,0,20,Si
,63,Desconocido,Niño,9243,Soltero,Masculino,0,21,No
,57,Desconocido,3 primaria,7459,Soltero,Masculino,0,20,Si
,34,Gobierno local,Licenciatura,8212,Casado,Femenino,3,52,No
,31,Independiente,Bachiller,8780,Casado,Masculino,1,52,Si
,48,Privado,Bachiller,8561,Casado,Femenino,6,52,No
,67,Desconocido,Niño,5742,Soltero,Femenino,0,31,No
,20,Desconocido,Técnico,9853,Casado,Masculino,0,26,Si
,54,Privado,Universitario sin graduar,6619,Casado,Femenino,6,52,No
,23,Desconocido,Niño,9031,Soltero,Femenino,0,24,No
,43,Desconocido,Niño,7406,Soltero,Masculino,0,30,No
,65,Privado,Bachiller,560,Casado,Femenino,6,52,No
,57,Privado,10 grado,8408,Soltero,Masculino,0,31,No
,35,Desconocido,Niño,9448,Soltero,Femenino,0,33,No
,33,Desconocido,Niño,3707,Soltero,Femenino,0,31,Si
,67,Desconocido,Niño,7242,Soltero,Masculino,0,27,Si
,56,Privado,10 grado,1061,Soltero,Femenino,4,45,No
,66,Desconocido,Niño,3587,Soltero,Femenino,0,17,No
,52,Privado,Universitario sin graduar,9941,Separado,Femenino,4,46,No
,23,Desconocido,Universitario sin graduar,7807,Casado,Femenino,0,17,Si
,34,Desconocido,Universitario sin graduar,289,Casado,Masculino,0,25,Si
,70,Desconocido,Niño,6579,Soltero,Masculino,0,25,No
,38,Privado,Bachiller,9837,Casado,Femenino,6,52,Si
,40,Desconocido,Niño,2228,Soltero,Masculino,0,25,Si
,67,Desconocido,Niño,4787,Soltero,Femenino,0,30,No
,36,Privado,Universitario sin graduar,7784,Casado,Masculino,6,52,No
,42,Desconocido,Niño,3782,Soltero,Femenino,0,28,Si
,42,Privado,Bachiller,9211,Casado,Masculino,6,52,No
,45,Privado,Universitario sin graduar,1375,Casado,Femenino,6,52,No
,56,Privado,Licenciatura,1683,Casado,Masculino,2,52,Si
,18,Privado,Bachiller,9565,Soltero,Masculino,4,52,Si
,59,Desconocido,Niño,4197,Soltero,Femenino,0,20,No
,70,Desempleado,Universitario,7078,Casado,Femenino,6,52,Si
,25,Privado,Bachiller,8564,Soltero,Masculino,0,27,Si
,31,Desconocido,3 primaria,9051,Soltero,Femenino,0,30,Si
,59,Privado,Bachiller,400,Soltero,Femenino,6,52,No
,30,Privado,Licenciatura,2987,Casado,Masculino,6,45,Si
,61,Desempleado,Bachiller,2732,Casado,Femenino,3,52,No
,48,Privado,7 grado,1058,Casado,Femenino,4,52,Si
,18,Desconocido,Niño,383,Soltero,Masculino,0,24,No
,45,Privado,10 grado,4450,Divorciado,Femenino,6,42,Si
,47,Desconocido,Niño,4617,Soltero,Femenino,0,19,No
,39,Privado,Licenciatura,1025,Soltero,Femenino,6,52,No
,24,Desconocido,Bachiller,9952,Casado,Masculino,0,24,Si
,32,Desconocido,Niño,1789,Soltero,Femenino,0,27,No
,31,Gobierno local,Bachiller,800,Casado,Masculino,4,52,No
,59,Desconocido,Niño,5317,Soltero,Masculino,0,26,No
,52,Desconocido,Bachiller,7784,Soltero,Masculino,0,25,Si
,49,Independiente,Licenciatura,2145,Casado,Masculino,1,52,No
,37,Desconocido,Niño,5983,Soltero,Masculino,0,26,No
,26,Privado,Licenciatura,4589,Casado,Femenino,2,52,No
,21,Gobierno local,Magister,5551,Casado,Femenino,5,52,No
,30,Privado,Bachiller,443,Soltero,Femenino,6,45,No
,45,Privado,Licenciatura,9697,Soltero,Femenino,6,52,Si
,54,Privado,Técnico,451,Casado,Femenino,3,52,No
,26,Desconocido,Niño,1975,Soltero,Femenino,0,24,Si
,50,Desconocido,Niño,8572,Soltero,Masculino,0,31,Si
,33,Privado,Bachiller,947,Soltero,Masculino,6,52,No
,27,Privado,Bachiller,6885,Soltero,Masculino,5,52,No
,24,Desconocido,Niño,3824,Soltero,Masculino,0,21,Si
,48,Privado,7 grado,6487,Casado,Masculino,1,52,Si
,42,Privado,Bachiller,2749,Divorciado,Femenino,2,52,No
,49,Privado,Universitario sin graduar,3734,Casado,Masculino,0,19,No
,63,Privado,Licenciatura,5922,Casado,Masculino,6,52,No
,46,Privado,Licenciatura,9620,Casado,Masculino,6,52,No
,45,Gobierno Nacional,Bachiller,7454,Casado,Femenino,6,52,No
,66,Gobierno Nacional,Bachiller,1042,Divorciado,Masculino,6,52,No
,46,Privado,Licenciatura,6576,Casado,Femenino,6,48,No
,39,Mixto,Bachiller,7010,Casado,Masculino,6,52,Si
,19,Privado,Bachiller,5660,Soltero,Masculino,4,46,No
,50,Gobierno Nacional,Magister,6590,Soltero,Masculino,6,44,No
,28,Desconocido,Niño,9943,Soltero,Masculino,0,17,Si
,28,Desconocido,Niño,8542,Soltero,Femenino,0,23,No
,52,Privado,Bachiller,4565,Casado,Masculino,6,47,No
,44,Privado,10 grado,400,Soltero,Femenino,6,52,Si
,26,Desconocido,Niño,1633,Soltero,Femenino,0,24,No
,50,Privado,Bachiller,6837,Casado,Femenino,6,50,No
,37,Desconocido,Niño,2022,Soltero,Femenino,0,28,Si
,56,Privado,Licenciatura,8143,Casado,Femenino,3,52,Si
,55,Independiente,Bachiller,2244,Casado,Femenino,1,52,No
,56,Desconocido,Niño,7174,Soltero,Femenino,0,24,No
,27,Privado,Licenciatura,8646,Casado,Masculino,4,52,Si
,37,Mixto,Licenciatura,9868,Casado,Masculino,4,52,Si
,63,Desconocido,Bachiller,7661,Casado,Femenino,0,21,No
,62,Privado,Bachiller,5490,Casado,Masculino,3,52,Si
,25,Desconocido,Niño,8987,Soltero,Femenino,0,21,Si
,59,Desempleado,Universitario sin graduar,6698,Casado,Masculino,6,52,Si
,44,Desconocido,Niño,2151,Soltero,Femenino,0,19,Si
,63,Privado,Universitario sin graduar,946,Separado,Masculino,3,51,Si
,22,Desconocido,Bachiller,5895,Viudo,Femenino,0,20,No
,68,Privado,9 grado,2149,Divorciado,Femenino,1,47,Si
,30,Privado,Universitario sin graduar,3784,Casado,Masculino,6,52,No
,60,Privado,10 grado,3334,Soltero,Masculino,4,50,Si
,50,Desconocido,9 grado,5072,Soltero,Femenino,1,43,Si
,21,Desconocido,7 grado,6666,Casado,Femenino,0,29,No
,37,Privado,7 grado,4650,Casado,Femenino,4,50,No
,39,Desconocido,Niño,1168,Soltero,Masculino,0,30,No
,66,Desconocido,Niño,943,Soltero,Masculino,0,21,Si
,38,Desconocido,Niño,266,Soltero,Masculino,0,22,No
,36,Desconocido,7 grado,3907,Viudo,Femenino,0,19,Si
,33,Privado,Bachiller,2714,Soltero,Masculino,1,50,Si
,30,Privado,Bachiller,3329,Divorciado,Femenino,6,52,Si
,68,Desconocido,Niño,2233,Soltero,Femenino,0,20,Si
,55,Privado,Universitario sin graduar,2976,Divorciado,Masculino,2,52,Si
,44,Desconocido,10 grado,7508,Soltero,Masculino,0,32,Si
,30,Desconocido,Niño,5339,Soltero,Femenino,0,31,No
,69,Desconocido,Niño,2412,Soltero,Masculino,0,26,No
,36,Desconocido,Bachiller,3677,Casado,Femenino,0,27,No
,63,Privado,Técnico,1879,Soltero,Masculino,1,52,No
,60,Privado,Universitario sin graduar,9924,Casado,Masculino,4,52,Si
,58,Desconocido,Universitario sin graduar,3471,Casado,Femenino,0,28,Si
,54,Privado,Universitario sin graduar,520,Casado,Femenino,0,20,Si
,42,Privado,Licenciatura,1049,Casado,Femenino,6,52,Si
,52,Desconocido,Niño,2131,Soltero,Femenino,0,25,Si
,35,Privado,Bachiller,4397,Casado,Femenino,4,44,No
,58,Privado,Grado 11 sin diploma,475,Soltero,Femenino,4,49,Si
,53,Gobierno local,Magister,9886,Casado,Femenino,4,52,Si
,29,Privado,Licenciatura,1594,Soltero,Femenino,1,52,Si
,42,Desconocido,Niño,1289,Soltero,Femenino,0,20,Si
,46,Desconocido,Universitario sin graduar,3603,Soltero,Femenino,0,28,Si
,38,Desconocido,Universitario sin graduar,1864,Soltero,Femenino,0,23,Si
,51,Privado,Bachiller,900,Soltero,Masculino,3,52,Si
,32,Desconocido,Licenciatura,9592,Casado,Masculino,0,21,Si
,34,Desconocido,Magister,8438,Casado,Masculino,4,50,No
,36,Desconocido,Bachiller,6997,Casado con cónyuge presente,Femenino,6,46,Si
,60,Desconocido,Bachiller,1580,Casado,Femenino,0,26,Si
,52,Privado,7 grado,3516,Casado,Femenino,3,52,No
,24,Privado,Bachiller,425,Soltero,Femenino,2,52,No
,26,Desconocido,Niño,8996,Soltero,Femenino,0,24,No
,33,Desconocido,Niño,916,Soltero,Masculino,0,24,No
,64,Desconocido,Bachiller,8647,Viudo,Femenino,6,40,Si
,51,Privado,7 grado,1175,Divorciado,Masculino,3,52,No
,70,Privado,Universitario sin graduar,4701,Soltero,Femenino,2,52,No
,31,Independiente,Licenciatura,2239,Casado,Masculino,1,52,Si
,60,Privado,Magister,9149,Soltero,Femenino,3,52,Si
,39,Independiente,7 grado,7285,Casado,Femenino,1,52,No
,57,Desconocido,Niño,8019,Soltero,Femenino,0,32,Si
,33,Desconocido,Niño,7917,Soltero,Masculino,0,29,No
,61,Desconocido,Niño,8058,Soltero,Femenino,0,21,Si
,63,Independiente,Bachiller,4490,Soltero,Masculino,1,52,No
,18,Desconocido,Niño,2343,Soltero,Femenino,0,20,Si
,57,Privado,Técnico,2355,Soltero,Femenino,6,52,Si
,34,Desconocido,Niño,1406,Soltero,Masculino,0,24,No
,39,Desconocido,Niño,2354,Soltero,Masculino,0,18,No
,48,Desconocido,Niño,5802,Soltero,Femenino,0,21,No
,60,Privado,Técnico,2132,Viudo,Femenino,1,52,Si
,64,Privado,9 grado,9782,Soltero,Femenino,4,45,No
,41,Privado,Grado 11 sin diploma,4552,Soltero,Femenino,6,52,Si
,68,Desconocido,Niño,8957,Soltero,Femenino,0,27,Si
,32,Desconocido,Niño,4217,Soltero,Femenino,0,19,No
,51,Desconocido,Niño,4055,Soltero,Masculino,0,26,No
,56,Desconocido,Universitario sin graduar,6306,Soltero,Masculino,0,23,Si
,53,Gobierno local,Licenciatura,1058,Casado,Masculino,6,52,Si
,42,Privado,Técnico,440,Soltero,Femenino,4,49,Si
,43,Desconocido,Niño,1338,Soltero,Masculino,0,27,Si
,35,Privado,Universitario sin graduar,3863,Soltero,Femenino,6,51,Si
,60,Privado,7 grado,3586,Casado,Masculino,1,52,No
,28,Desconocido,Niño,1528,Soltero,Masculino,0,19,No
,40,Desconocido,Niño,6854,Soltero,Femenino,0,19,No
,31,Desconocido,7 grado,4811,Casado,Femenino,0,21,Si
,22,Desconocido,Niño,8503,Soltero,Femenino,0,28,No
,70,Desconocido,7 grado,2802,Casado,Masculino,0,23,No
,68,Desconocido,Niño,530,Soltero,Femenino,0,28,No
,28,Desempleado,Magister,1425,Soltero,Masculino,6,52,Si
,20,Desconocido,Niño,981,Soltero,Femenino,0,27,Si
,35,Privado,Bachiller,4491,Casado,Femenino,5,52,Si
,31,Desconocido,Universitario sin graduar,4004,Casado,Femenino,0,22,Si
,31,Desconocido,Niño,4706,Soltero,Femenino,0,25,Si
,26,Mixto,Licenciatura,686,Casado,Masculino,1,52,No
,38,Desconocido,Niño,1490,Soltero,Femenino,0,29,No
,51,Desconocido,10 grado,6374,Soltero,Masculino,0,25,Si
,31,Desconocido,Bachiller,1160,Casado con cónyuge presente,Femenino,0,28,Si
,68,Desconocido,Niño,7818,Soltero,Femenino,0,32,No
,31,Privado,Bachiller,3948,Casado,Femenino,2,52,Si
,49,Independiente,Magister,753,Soltero,Masculino,1,52,No
,69,Desconocido,Niño,7944,Soltero,Masculino,0,28,No
,67,Desconocido,Universitario sin graduar,9082,Divorciado,Femenino,6,44,Si
,60,Desconocido,Licenciatura,6619,Casado,Masculino,0,32,No
,54,Desconocido,Universitario sin graduar,6928,Casado,Femenino,0,21,No
,70,Privado,Universitario sin graduar,5613,Soltero,Masculino,3,42,Si
,52,Independiente,Universitario sin graduar,7877,Cónyuge ausente,Femenino,3,52,Si
,24,Privado,Magister,6067,Casado,Masculino,6,52,No
,65,Desconocido,Bachiller,9188,Divorciado,Femenino,0,28,No
,63,Desconocido,Técnico,4798,Viudo,Femenino,0,24,Si
,48,Desconocido,10 grado,781,Casado,Femenino,0,19,Si
,26,Privado,Grado 11 sin diploma,1042,Soltero,Masculino,1,52,Si
,21,Privado,Bachiller,5782,Divorciado,Femenino,4,52,Si
,61,Desconocido,Niño,2693,Soltero,Femenino,0,28,Si
,19,Gobierno local,Normalista,5137,Casado,Masculino,6,52,Si
,51,Gobierno local,Magister,6997,Casado,Masculino,3,52,No
,25,Desconocido,Niño,1477,Soltero,Masculino,0,25,Si
,45,Desconocido,Niño,7421,Soltero,Femenino,0,31,Si
,50,Desconocido,Bachiller,9146,Casado,Masculino,0,24,No
,47,Desconocido,Universitario sin graduar,6300,Casado,Femenino,0,22,Si
,46,Desconocido,5 primaria,198,Viudo,Femenino,0,28,Si
,41,Privado,Licenciatura,6200,Casado,Masculino,3,52,Si
,33,Desconocido,Bachiller,7795,Casado,Femenino,0,23,Si
,61,Desconocido,Bachiller,5055,Separado,Femenino,0,24,Si
,21,Privado,Licenciatura,1613,Casado,Femenino,2,49,No
,70,Privado,Bachiller,265,Casado,Masculino,3,52,Si
,51,Privado,Magister,1817,Casado,Masculino,4,52,Si
,24,Gobierno local,Universitario sin graduar,9462,Soltero,Masculino,3,52,No
,52,Desconocido,Universitario sin graduar,4961,Viudo,Masculino,0,27,No
,33,Independiente,9 grado,6773,Casado,Femenino,1,52,Si
,43,Privado,5 primaria,7896,Soltero,Masculino,4,52,Si
,36,Desconocido,9 grado,6496,Viudo,Femenino,0,25,Si
,53,Desconocido,3 primaria,3316,Soltero,Femenino,0,30,Si
,36,Desconocido,Bachiller,4479,Casado,Femenino,0,32,Si
,22,Desconocido,Niño,8526,Soltero,Masculino,0,30,Si
,18,Desconocido,Niño,399,Soltero,Femenino,0,29,Si
,31,Desconocido,Menor de 1 primero primaria,9609,Casado,Masculino,0,30,Si
,61,Privado,Bachiller,8863,Soltero,Masculino,3,49,Si
,23,Privado,Universitario sin graduar,7553,Soltero,Femenino,2,52,No
,65,Privado,Licenciatura,2439,Casado,Masculino,6,46,No
,64,Privado,Bachiller,1800,Divorciado,Masculino,6,52,No
,49,Desconocido,Universitario sin graduar,9976,Soltero,Masculino,6,44,Si
,30,Gobierno local,Universitario sin graduar,9408,Casado,Masculino,3,52,No
,29,Gobierno local,Universitario sin graduar,750,Soltero,Femenino,4,52,No
,49,Desconocido,Magister,4830,Casado,Masculino,0,32,No
,56,Privado,Bachiller,3782,Casado,Masculino,6,52,No
,49,Privado,Bachiller,682,Soltero,Masculino,2,52,No
,28,Desconocido,Desconocido,9026,Viudo,Femenino,0,24,Si
,64,Desconocido,Niño,1077,Soltero,Masculino,0,21,Si
,56,Privado,9 grado,787,Soltero,Femenino,0,26,No
,29,Desconocido,Niño,2992,Soltero,Femenino,0,26,Si
,54,Desempleado,Licenciatura,3609,Casado,Femenino,6,51,Si
,68,Desconocido,7 grado,4376,Casado,Masculino,0,21,Si
,34,Privado,9 grado,6256,Soltero,Femenino,6,51,Si
,67,Desconocido,10 grado,8704,Viudo,Masculino,0,32,No
,21,Desconocido,10 grado,8887,Viudo,Femenino,0,26,Si
,19,Privado,Magister,9826,Casado,Masculino,6,52,Si
,40,Desconocido,Bachiller,6278,Casado,Femenino,0,20,No
,60,Desconocido,Bachiller,4221,Casado,Masculino,0,24,Si
,28,Privado,Universitario sin graduar,600,Soltero,Masculino,6,46,No
,66,Privado,Licenciatura,4159,Casado,Femenino,6,46,No
,32,Desconocido,Niño,2885,Soltero,Masculino,0,33,Si
,22,Mixto,Universitario sin graduar,1409,Casado,Femenino,1,52,Si
,20,Desconocido,Niño,771,Soltero,Femenino,0,26,No
,36,Desconocido,Grado 11 sin diploma,6255,Casado,Femenino,0,30,No
,26,Desconocido,3 primaria,424,Soltero,Femenino,0,26,Si
,49,Desconocido,Universitario,8554,Casado,Masculino,0,25,Si
,48,Desconocido,Niño,5121,Soltero,Femenino,0,24,No
,57,Desconocido,Licenciatura,5051,Soltero,Masculino,6,43,No
,42,Privado,Técnico,7932,Casado,Femenino,6,52,No
,58,Mixto,Magister,9536,Soltero,Masculino,1,52,No
,66,Privado,Universitario sin graduar,6480,Divorciado,Masculino,6,52,No
,31,Privado,Universitario sin graduar,7369,Soltero,Femenino,4,52,No
,44,Privado,Universitario sin graduar,2756,Divorciado,Masculino,6,52,Si
,70,Desconocido,Niño,7963,Soltero,Masculino,0,24,Si
,22,Privado,Bachiller,596,Casado,Femenino,1,52,No
,55,Desconocido,Universitario sin graduar,2910,Divorciado,Femenino,0,31,No
,27,Privado,Universitario sin graduar,7627,Casado,Masculino,1,45,Si
,23,Desconocido,Universitario sin graduar,6840,Casado,Femenino,6,52,Si
,23,Desconocido,Técnico,2202,Casado,Femenino,0,23,Si
,33,Privado,Bachiller,900,Casado,Femenino,1,52,Si
,24,Independiente,Universitario sin graduar,8877,Casado,Masculino,1,52,Si
,60,Gobierno local,Licenciatura,3930,Casado,Femenino,3,48,Si
,67,Desconocido,Niño,5341,Soltero,Masculino,0,29,Si
,48,Desconocido,Niño,8689,Soltero,Masculino,0,27,No
,24,Gobierno local,Licenciatura,1534,Soltero,Femenino,3,52,Si
,31,Independiente,Universitario sin graduar,5412,Casado,Masculino,1,52,No
,52,Desconocido,Universitario sin graduar,1366,Soltero,Femenino,0,31,Si
,47,Desconocido,Niño,1461,Soltero,Femenino,0,26,No
,68,Privado,Bachiller,1054,Casado,Masculino,3,48,Si
,31,Desconocido,Universitario sin graduar,2879,Viudo,Femenino,0,18,No
,27,Privado,Universitario sin graduar,1917,Soltero,Masculino,2,42,Si
,69,Privado,Bachiller,5030,Casado,Masculino,4,52,No
,38,Privado,Técnico,3792,Casado,Masculino,2,52,Si
,52,Privado,Licenciatura,577,Casado,Femenino,1,52,Si
,34,Desconocido,Licenciatura,8733,Viudo,Masculino,0,27,No
,33,Privado,9 grado,6182,Casado,Masculino,1,52,Si
,32,Privado,Licenciatura,2004,Casado,Masculino,3,52,Si
,70,Privado,Bachiller,7335,Casado,Masculino,1,48,Si
,51,Desconocido,Universitario sin graduar,5637,Casado,Femenino,0,24,No
,32,Privado,Bachiller,7285,Soltero,Femenino,6,52,No
,67,Desconocido,Niño,2115,Soltero,Masculino,0,21,No
,68,Desconocido,Niño,5085,Soltero,Femenino,0,26,No
,64,Gobierno Nacional,Magister,2664,Casado,Femenino,6,52,Si
,47,Desconocido,Niño,5675,Soltero,Femenino,0,22,No
,51,Desconocido,10 grado,3968,Divorciado,Masculino,0,29,Si
,28,Desconocido,Bachiller,9746,Casado,Femenino,0,22,Si
,69,Desconocido,Bachiller,8538,Casado,Femenino,0,20,No
,68,Desconocido,Niño,168,Soltero,Masculino,0,18,No
,67,Privado,Licenciatura,6164,Divorciado,Femenino,2,52,No
,55,Privado,Licenciatura,7965,Casado,Masculino,1,47,No
,65,Privado,Bachiller,1610,Casado,Femenino,3,48,Si
,64,Desconocido,Niño,5628,Soltero,Femenino,0,19,No
,66,Privado,Bachiller,3038,Divorciado,Femenino,6,50,Si
,39,Privado,Bachiller,190,Casado,Masculino,1,52,No
,22,Desconocido,9 grado,6266,Separado,Femenino,0,28,No
,68,Desconocido,Niño,5156,Soltero,Masculino,0,28,Si
,29,Privado,Licenciatura,4960,Soltero,Femenino,6,52,No
,64,Desconocido,Licenciatura,1948,Viudo,Femenino,6,52,Si
,42,Desconocido,7 grado,9273,Casado,Femenino,0,27,No
,50,Desconocido,7 grado,7362,Casado,Masculino,0,23,No
,61,Desconocido,Niño,2796,Soltero,Femenino,0,28,Si
,39,Privado,Licenciatura,2658,Soltero,Femenino,4,52,No
,40,Privado,Universitario sin graduar,8221,Casado,Masculino,6,52,No
,42,Privado,Licenciatura,3464,Casado,Masculino,6,52,No
,56,Desconocido,9 grado,1240,Viudo,Femenino,0,20,No
,58,Privado,Bachiller,8505,Casado,Masculino,6,52,No
,37,Privado,10 grado,3227,Soltero,Masculino,6,47,No
,27,Privado,Universitario sin graduar,6422,Soltero,Femenino,1,46,Si
,57,Privado,9 grado,1025,Soltero,Femenino,3,43,Si
,64,Desconocido,Niño,3378,Soltero,Femenino,0,32,Si
,31,Desconocido,Bachiller,4159,Casado,Masculino,2,50,No
,52,Desconocido,3 primaria,6005,Soltero,Masculino,0,26,Si
,36,Gobierno Nacional,Bachiller,7992,Casado,Femenino,5,49,Si
,49,Independiente,Bachiller,4037,Divorciado,Femenino,1,52,Si
,68,Desconocido,Bachiller,3765,Divorciado,Femenino,0,31,Si
,21,Privado,Universitario sin graduar,6297,Soltero,Femenino,4,51,Si
,27,Privado,Universitario sin graduar,2708,Casado,Femenino,6,52,No
,29,Privado,10 grado,2645,Soltero,Femenino,2,52,No
,18,Desempleado,10 grado,3329,Soltero,Masculino,0,20,No
,26,Desconocido,Niño,4638,Soltero,Femenino,0,18,Si
,66,Privado,Bachiller,4641,Casado,Masculino,6,52,No
,51,Desconocido,Licenciatura,7555,Casado,Femenino,3,42,Si
,36,Desconocido,Universitario sin graduar,7036,Casado con cónyuge presente,Femenino,0,31,No
,42,Desconocido,Universitario sin graduar,6470,Casado,Femenino,0,24,No
,53,Desconocido,Niño,3059,Soltero,Femenino,0,20,No
,54,Desconocido,Niño,5794,Soltero,Femenino,0,33,Si
